,Random_Forest,Regression,XGBoost
0,8.62948398039215,24.90851563191226,9.999568109154293
1,10.814407343137251,19.17326344537964,14.059146759225802
2,17.6569983137255,55.526793618171624,17.150031095270116
3,8.656244029411761,17.9043392400686,8.398857468981964
4,9.017595823529406,21.288366638256235,11.723497836833165
5,9.203432509803907,19.050899531032986,9.353999823502814
6,10.425380882352929,23.76917985529585,14.3156252059193
7,12.232136499999987,25.26310410941767,13.17036251166511
8,12.38491229411764,31.353970316155625,12.780289782269174
9,11.193043852941166,23.877299899708248,14.345986318575719
10,13.02603752941176,31.781792356098073,12.757022232006422
11,10.143968764705864,22.78271569796587,8.202832711211824
12,10.489716960784309,18.837013930908295,11.536496174750674
13,10.02032748039215,21.930631325769145,8.437880473223387
14,7.439642333333341,16.660800495266106,6.653610349738867
15,13.018177774509786,21.90250473084705,15.288090420107475
16,9.98998259803921,24.10189328204525,12.37542117285965
17,9.629462333333318,18.662708333283963,8.299826810146943
18,18.825601362745104,29.471581693556146,17.95672260475486
19,11.499786960784322,22.916962556343496,15.687891143697806
20,9.88959522549018,21.33091462091884,10.489689769601735
21,11.464007294117648,24.003963123143276,9.677985932681462
22,24.739557137254902,35.57330931190481,21.331369820144158
23,8.721365264705877,21.77183362050669,13.153985648599427
24,5.999398745098044,20.52948794164397,8.267832974434226
25,5.536331539215693,19.424857312743697,6.615460479247268
26,18.435656127450965,41.08897301902628,16.973505889666885
27,7.907451225490185,17.055112295233698,9.162005893860583
28,11.272247990196078,24.140763507148538,14.348635481397727
29,9.589727176470586,29.318477489550286,15.267327165840074
30,6.447670039215687,22.047432392313624,9.206921629368312
31,10.184763696078432,23.751267397733205,12.192714916025476
32,9.263622205882355,26.841781581815276,11.250502289130313
33,8.395471147058824,19.204804999176595,10.505325142107042
34,12.82676929411765,28.371139011815906,16.619896462697543
35,7.499030539215683,18.165653202173083,6.75921094430894
36,8.884326421568636,24.570277127002242,10.807636724080611
37,9.320611794117635,22.35322391518783,10.744030362483045
38,9.505700588235275,16.180646495334422,8.738418868781746
39,14.68102905882352,38.99193906340397,12.322804762986422
40,11.409655176470585,20.756476416150747,10.7579918219533
41,10.191637803921552,21.493665749406638,14.026288673609702
42,8.223842754901952,26.73878768136076,8.14932007229505
43,22.614260843137256,32.720524482152506,25.913642782161723
44,7.91182278431373,20.943323451471997,8.717074299648338
45,9.129209460784312,19.40631335607445,9.60932512491073
46,17.41673094117648,27.87143110532569,13.343504473635187
47,24.485403441176448,41.802147113552984,21.549707571732387
48,17.252243441176468,32.978491172604954,14.945102805863801
49,10.175908284313715,28.261258659428957,12.052281498518143
